open_time,open,high,low,close,volume,spread,real_volume
2017-05-01 20:00:00,0.84457,0.84616,0.8445,0.84563,4301,0,0
2017-05-02 00:00:00,0.84562,0.84633,0.84513,0.8457,3977,0,0
2017-05-02 04:00:00,0.84569,0.84687,0.84517,0.84622,3224,0,0
2017-05-02 08:00:00,0.84621,0.84835,0.84503,0.84583,10749,0,0
2017-05-02 12:00:00,0.84584,0.84608,0.84416,0.84469,9036,0,0
2017-05-02 16:00:00,0.8447,0.84481,0.84218,0.84478,6952,0,0
2017-05-02 20:00:00,0.84476,0.84553,0.84441,0.84473,4138,0,0
2017-05-03 00:00:00,0.84474,0.84509,0.84423,0.84464,3998,0,0
2017-05-03 04:00:00,0.84465,0.84699,0.84432,0.84643,3345,0,0
2017-05-03 08:00:00,0.84644,0.84757,0.84367,0.84488,9708,0,0
2017-05-03 12:00:00,0.84489,0.84533,0.84378,0.84441,8123,0,0
2017-05-03 16:00:00,0.84434,0.8462,0.844,0.84525,9023,0,0
2017-05-03 20:00:00,0.84523,0.84654,0.84498,0.84576,9222,0,0
2017-05-04 00:00:00,0.84577,0.84623,0.84549,0.84591,3558,0,0
2017-05-04 04:00:00,0.84592,0.84624,0.84553,0.84591,2120,0,0
2017-05-04 08:00:00,0.8459,0.84789,0.84583,0.84759,13643,0,0
2017-05-04 12:00:00,0.8476,0.8486,0.84686,0.84708,10167,0,0
2017-05-04 16:00:00,0.84709,0.84994,0.84625,0.84958,11255,0,0
2017-05-04 20:00:00,0.84957,0.84996,0.84938,0.84965,3929,0,0
2017-05-05 00:00:00,0.84966,0.85049,0.84915,0.84998,3071,0,0
2017-05-05 04:00:00,0.84997,0.85078,0.8496,0.84961,3802,0,0
2017-05-05 08:00:00,0.84962,0.84984,0.84668,0.84713,9035,0,0
2017-05-05 12:00:00,0.84714,0.8484,0.8465,0.84799,12120,0,0
2017-05-05 16:00:00,0.84801,0.84916,0.84692,0.84696,8858,0,0
2017-05-05 20:00:00,0.84697,0.84769,0.84662,0.84717,6242,0,0
2017-05-08 00:00:00,0.84748,0.84802,0.84524,0.84671,7541,0,0
2017-05-08 04:00:00,0.8467,0.84783,0.84593,0.84766,5493,0,0
2017-05-08 08:00:00,0.84765,0.84786,0.8433,0.84334,11929,0,0
2017-05-08 12:00:00,0.84335,0.84582,0.84332,0.84561,9452,0,0
2017-05-08 16:00:00,0.84562,0.8457,0.84404,0.84436,7554,0,0
2017-05-08 20:00:00,0.84437,0.84473,0.84387,0.84396,4107,0,0
2017-05-09 00:00:00,0.84397,0.8446,0.84303,0.84397,5351,0,0
2017-05-09 04:00:00,0.84398,0.84443,0.84322,0.84324,4210,0,0
2017-05-09 08:00:00,0.84325,0.84403,0.84222,0.84346,9946,0,0
2017-05-09 12:00:00,0.84345,0.84352,0.84213,0.84268,9856,0,0
2017-05-09 16:00:00,0.84267,0.84313,0.84003,0.84114,9229,0,0
2017-05-09 20:00:00,0.84115,0.8413,0.84037,0.84063,4238,0,0
2017-05-10 00:00:00,0.84065,0.84152,0.8401,0.84124,6738,0,0
2017-05-10 04:00:00,0.84125,0.84158,0.84007,0.84042,3298,0,0
2017-05-10 08:00:00,0.84041,0.84049,0.83829,0.83907,10565,0,0
2017-05-10 12:00:00,0.83906,0.84054,0.83867,0.84027,9880,0,0
2017-05-10 16:00:00,0.84026,0.84077,0.8391,0.83938,8164,0,0
2017-05-10 20:00:00,0.83939,0.84034,0.83901,0.84011,4302,0,0
2017-05-11 00:00:00,0.84012,0.8408,0.83974,0.84055,3462,0,0
2017-05-11 04:00:00,0.84056,0.84061,0.83972,0.84027,2637,0,0
2017-05-11 08:00:00,0.84028,0.84278,0.83995,0.84107,8445,0,0
2017-05-11 12:00:00,0.84106,0.8451,0.84072,0.84444,15189,0,0
2017-05-11 16:00:00,0.84443,0.84463,0.84317,0.84381,8312,0,0
2017-05-11 20:00:00,0.8438,0.8438,0.84221,0.84274,4580,0,0
2017-05-12 00:00:00,0.84275,0.84361,0.84246,0.84308,4628,0,0
2017-05-12 04:00:00,0.84309,0.84384,0.84282,0.84335,2980,0,0
2017-05-12 08:00:00,0.84334,0.84578,0.84279,0.84542,8064,0,0
2017-05-12 12:00:00,0.84543,0.8482,0.84425,0.84718,12400,0,0
2017-05-12 16:00:00,0.84717,0.84878,0.84686,0.84791,7901,0,0
