open_time,open,high,low,close,volume
2021.10.26 20:30:00,0.84219,0.84237,0.84215,0.84227,634.00000
2021.10.26 20:45:00,0.84226,0.84235,0.84217,0.84233,604.00000
2021.10.26 21:00:00,0.84233,0.84242,0.84227,0.84233,640.00000
2021.10.26 21:15:00,0.84231,0.84238,0.84227,0.84236,450.00000
2021.10.26 21:30:00,0.84235,0.84248,0.84235,0.84247,499.00000
2021.10.26 21:45:00,0.84247,0.84261,0.84237,0.84242,724.00000
2021.10.26 22:00:00,0.84242,0.84273,0.84241,0.84269,578.00000
2021.10.26 22:15:00,0.84270,0.84273,0.84256,0.84258,542.00000
2021.10.26 22:30:00,0.84257,0.84267,0.84250,0.84256,547.00000
2021.10.26 22:45:00,0.84255,0.84274,0.84252,0.84267,614.00000
2021.10.26 23:00:00,0.84268,0.84284,0.84264,0.84275,357.00000
2021.10.26 23:15:00,0.84276,0.84280,0.84260,0.84264,220.00000
2021.10.26 23:30:00,0.84264,0.84271,0.84249,0.84249,223.00000
2021.10.26 23:45:00,0.84249,0.84261,0.84196,0.84196,873.00000
2021.10.27 00:00:00,0.84193,0.84206,0.84143,0.84181,190.00000
2021.10.27 00:15:00,0.84184,0.84188,0.84142,0.84188,1341.00000
2021.10.27 00:30:00,0.84176,0.84242,0.84158,0.84222,877.00000
2021.10.27 00:45:00,0.84223,0.84225,0.84177,0.84215,736.00000
2021.10.27 01:00:00,0.84217,0.84231,0.84212,0.84222,523.00000
2021.10.27 01:15:00,0.84223,0.84223,0.84220,0.84221,40.00000
2021.10.27 01:30:00,0.84220,0.84226,0.84220,0.84222,151.00000
2021.10.27 01:45:00,0.84221,0.84238,0.84221,0.84235,137.00000
2021.10.27 02:00:00,0.84237,0.84242,0.84233,0.84238,188.00000
2021.10.27 02:15:00,0.84237,0.84239,0.84226,0.84229,141.00000
2021.10.27 02:30:00,0.84230,0.84239,0.84226,0.84237,161.00000
2021.10.27 02:45:00,0.84236,0.84240,0.84229,0.84239,158.00000
2021.10.27 03:00:00,0.84238,0.84245,0.84231,0.84242,739.00000
2021.10.27 03:15:00,0.84241,0.84249,0.84218,0.84219,738.00000
2021.10.27 03:30:00,0.84219,0.84247,0.84217,0.84241,831.00000
2021.10.27 03:45:00,0.84241,0.84271,0.84233,0.84271,633.00000
2021.10.27 04:00:00,0.84271,0.84283,0.84256,0.84257,449.00000
2021.10.27 04:15:00,0.84259,0.84267,0.84254,0.84260,212.00000
2021.10.27 04:30:00,0.84259,0.84259,0.84224,0.84243,300.00000
2021.10.27 04:45:00,0.84244,0.84255,0.84232,0.84253,458.00000
2021.10.27 05:00:00,0.84255,0.84255,0.84225,0.84226,323.00000
2021.10.27 05:15:00,0.84227,0.84247,0.84226,0.84229,228.00000
2021.10.27 05:30:00,0.84230,0.84236,0.84215,0.84220,312.00000
2021.10.27 05:45:00,0.84218,0.84229,0.84204,0.84211,327.00000
2021.10.27 06:00:00,0.84210,0.84227,0.84206,0.84227,281.00000
2021.10.27 06:15:00,0.84227,0.84248,0.84226,0.84230,403.00000
2021.10.27 06:30:00,0.84230,0.84237,0.84225,0.84237,332.00000
2021.10.27 06:45:00,0.84236,0.84254,0.84236,0.84252,411.00000
2021.10.27 07:00:00,0.84252,0.84261,0.84245,0.84254,192.00000
2021.10.27 07:15:00,0.84253,0.84255,0.84242,0.84247,188.00000
2021.10.27 07:30:00,0.84248,0.84256,0.84245,0.84245,158.00000
2021.10.27 07:45:00,0.84245,0.84253,0.84234,0.84235,312.00000
2021.10.27 08:00:00,0.84236,0.84259,0.84233,0.84256,260.00000
2021.10.27 08:15:00,0.84256,0.84270,0.84256,0.84263,239.00000
2021.10.27 08:30:00,0.84262,0.84304,0.84259,0.84298,348.00000
2021.10.27 08:45:00,0.84299,0.84305,0.84263,0.84270,742.00000
